latitude,longitude,date,county,state
46.1005965,-111.416195,4/7/1999,Broadwater County,Montana
46.1005965,-111.416195,4/7/1999,Broadwater County,Montana
46.1005965,-111.416195,4/7/1999,Broadwater County,Montana
46.1005965,-111.416195,4/7/1999,Broadwater County,Montana
46.1005965,-111.416195,4/7/1999,Broadwater County,Montana
46.1005965,-111.416195,4/7/1999,Broadwater County,Montana
46.1005965,-111.416195,4/7/1999,Broadwater County,Montana
46.1005965,-111.416195,4/7/1999,Broadwater County,Montana
46.1005965,-111.416195,4/7/1999,Broadwater County,Montana
46.1005965,-111.416195,4/7/1999,Broadwater County,Montana
46.1005965,-111.416195,4/7/1999,Broadwater County,Montana
46.1005965,-111.416195,4/7/1999,Broadwater County,Montana
46.1005965,-111.416195,4/7/1999,Broadwater County,Montana
46.1005965,-111.416195,4/7/1999,Broadwater County,Montana
46.1005965,-111.416195,4/7/1999,Broadwater County,Montana
46.1005965,-111.416195,4/7/1999,Broadwater County,Montana
41.664982,-103.113841,4/30/1994,Morrill County,Nebraska
41.664982,-103.113841,4/30/1994,Morrill County,Nebraska
41.664982,-103.113841,4/30/1994,Morrill County,Nebraska
41.664982,-103.113841,4/30/1994,Morrill County,Nebraska
41.664982,-103.113841,4/30/1994,Morrill County,Nebraska
41.664982,-103.113841,4/30/1994,Morrill County,Nebraska
41.664982,-103.113841,4/30/1994,Morrill County,Nebraska
41.664982,-103.113841,4/30/1994,Morrill County,Nebraska
41.664982,-103.113841,4/30/1994,Morrill County,Nebraska
41.664982,-103.113841,4/30/1994,Morrill County,Nebraska
42.2937045,-118.00334,1/27/1989,Malheur County,Oregon
42.2937045,-118.00334,1/27/1989,Malheur County,Oregon
42.2937045,-118.00334,1/27/1989,Malheur County,Oregon
42.2937045,-118.00334,1/27/1989,Malheur County,Oregon
42.2937045,-118.00334,1/27/1989,Malheur County,Oregon
42.2937045,-118.00334,1/27/1989,Malheur County,Oregon
42.2937045,-118.00334,1/27/1989,Malheur County,Oregon
42.2937045,-118.00334,1/27/1989,Malheur County,Oregon
38.5585505,-89.511813,11/26/2018,Clinton County,Illinois
38.5585505,-89.511813,11/26/2018,Clinton County,Illinois
38.5585505,-89.511813,11/26/2018,Clinton County,Illinois
38.5585505,-89.511813,11/26/2018,Clinton County,Illinois
38.5585505,-89.511813,11/26/2018,Clinton County,Illinois
38.5585505,-89.511813,11/26/2018,Clinton County,Illinois
38.5585505,-89.511813,11/26/2018,Clinton County,Illinois
38.5585505,-89.511813,11/26/2018,Clinton County,Illinois
38.5585505,-89.511813,11/26/2018,Clinton County,Illinois
38.5585505,-89.511813,11/26/2018,Clinton County,Illinois
38.5585505,-89.511813,11/26/2018,Clinton County,Illinois
38.5585505,-89.511813,11/26/2018,Clinton County,Illinois
38.5585505,-89.511813,11/26/2018,Clinton County,Illinois
38.5585505,-89.511813,11/26/2018,Clinton County,Illinois
38.5585505,-89.511813,11/26/2018,Clinton County,Illinois
38.5585505,-89.511813,11/26/2018,Clinton County,Illinois
38.5585505,-89.511813,11/26/2018,Clinton County,Illinois
38.5585505,-89.511813,11/26/2018,Clinton County,Illinois
38.5585505,-89.511813,11/26/2018,Clinton County,Illinois
38.5585505,-89.511813,11/26/2018,Clinton County,Illinois
38.5585505,-89.511813,11/26/2018,Clinton County,Illinois
38.5585505,-89.511813,11/26/2018,Clinton County,Illinois
38.5585505,-89.511813,11/26/2018,Clinton County,Illinois
38.5585505,-89.511813,11/26/2018,Clinton County,Illinois
38.5585505,-89.511813,11/26/2018,Clinton County,Illinois
38.5585505,-89.511813,11/26/2018,Clinton County,Illinois
38.5585505,-89.511813,11/26/2018,Clinton County,Illinois
38.5585505,-89.511813,11/26/2018,Clinton County,Illinois
38.5585505,-89.511813,11/26/2018,Clinton County,Illinois
34.0491705,-115.50652,8/9/1997,San Bernardino County,California
34.0491705,-115.50652,8/9/1997,San Bernardino County,California
34.0491705,-115.50652,8/9/1997,San Bernardino County,California
34.0491705,-115.50652,8/9/1997,San Bernardino County,California
34.0491705,-115.50652,8/9/1997,San Bernardino County,California
34.0491705,-115.50652,8/9/1997,San Bernardino County,California
34.0491705,-115.50652,8/9/1997,San Bernardino County,California
34.0491705,-115.50652,8/9/1997,San Bernardino County,California
34.0491705,-115.50652,8/9/1997,San Bernardino County,California
34.0491705,-115.50652,8/9/1997,San Bernardino County,California
34.0491705,-115.50652,8/9/1997,San Bernardino County,California
34.0491705,-115.50652,8/9/1997,San Bernardino County,California
34.0491705,-115.50652,8/9/1997,San Bernardino County,California
26.4968935,-98.772607,8/7/1985,Starr County,Texas
26.4968935,-98.772607,8/7/1985,Starr County,Texas
26.4968935,-98.772607,8/7/1985,Starr County,Texas
26.4968935,-98.772607,8/7/1985,Starr County,Texas
26.4968935,-98.772607,8/7/1985,Starr County,Texas
26.4968935,-98.772607,8/7/1985,Starr County,Texas
26.4968935,-98.772607,8/7/1985,Starr County,Texas
26.4968935,-98.772607,8/7/1985,Starr County,Texas
26.4968935,-98.772607,8/7/1985,Starr County,Texas
26.4968935,-98.772607,8/7/1985,Starr County,Texas
26.4968935,-98.772607,8/7/1985,Starr County,Texas
26.4968935,-98.772607,8/7/1985,Starr County,Texas
26.4968935,-98.772607,8/7/1985,Starr County,Texas
26.4968935,-98.772607,8/7/1985,Starr County,Texas
26.4968935,-98.772607,8/7/1985,Starr County,Texas
26.4968935,-98.772607,8/7/1985,Starr County,Texas
26.4968935,-98.772607,8/7/1985,Starr County,Texas
26.4968935,-98.772607,8/7/1985,Starr County,Texas
26.4968935,-98.772607,8/7/1985,Starr County,Texas
26.4968935,-98.772607,8/7/1985,Starr County,Texas
26.4968935,-98.772607,8/7/1985,Starr County,Texas
41.872547,-95.05835,2/17/2018,Carroll County,Iowa
41.872547,-95.05835,2/17/2018,Carroll County,Iowa
41.872547,-95.05835,2/17/2018,Carroll County,Iowa
41.872547,-95.05835,2/17/2018,Carroll County,Iowa
41.872547,-95.05835,2/17/2018,Carroll County,Iowa
41.872547,-95.05835,2/17/2018,Carroll County,Iowa
41.872547,-95.05835,2/17/2018,Carroll County,Iowa
41.872547,-95.05835,2/17/2018,Carroll County,Iowa
41.872547,-95.05835,2/17/2018,Carroll County,Iowa
41.872547,-95.05835,2/17/2018,Carroll County,Iowa
41.872547,-95.05835,2/17/2018,Carroll County,Iowa
41.872547,-95.05835,2/17/2018,Carroll County,Iowa
41.872547,-95.05835,2/17/2018,Carroll County,Iowa
41.872547,-95.05835,2/17/2018,Carroll County,Iowa
41.872547,-95.05835,2/17/2018,Carroll County,Iowa
41.872547,-95.05835,2/17/2018,Carroll County,Iowa
41.872547,-95.05835,2/17/2018,Carroll County,Iowa
41.872547,-95.05835,2/17/2018,Carroll County,Iowa
41.872547,-95.05835,2/17/2018,Carroll County,Iowa
41.872547,-95.05835,2/17/2018,Carroll County,Iowa
41.872547,-95.05835,2/17/2018,Carroll County,Iowa
41.872547,-95.05835,2/17/2018,Carroll County,Iowa
41.872547,-95.05835,2/17/2018,Carroll County,Iowa
36.347225,-80.086057,1/9/2024,Stokes County,North Carolina
36.347225,-80.086057,1/9/2024,Stokes County,North Carolina
36.347225,-80.086057,1/9/2024,Stokes County,North Carolina
36.347225,-80.086057,1/9/2024,Stokes County,North Carolina
36.347225,-80.086057,1/9/2024,Stokes County,North Carolina
36.347225,-80.086057,1/9/2024,Stokes County,North Carolina
36.347225,-80.086057,1/9/2024,Stokes County,North Carolina
36.347225,-80.086057,1/9/2024,Stokes County,North Carolina
36.347225,-80.086057,1/9/2024,Stokes County,North Carolina
36.347225,-80.086057,1/9/2024,Stokes County,North Carolina
36.347225,-80.086057,1/9/2024,Stokes County,North Carolina
29.3414215,-83.151552,8/19/2003,Dixie County,Florida
29.3414215,-83.151552,8/19/2003,Dixie County,Florida
29.3414215,-83.151552,8/19/2003,Dixie County,Florida
29.3414215,-83.151552,8/19/2003,Dixie County,Florida
29.3414215,-83.151552,8/19/2003,Dixie County,Florida
29.3414215,-83.151552,8/19/2003,Dixie County,Florida
29.3414215,-83.151552,8/19/2003,Dixie County,Florida
29.3414215,-83.151552,8/19/2003,Dixie County,Florida
29.3414215,-83.151552,8/19/2003,Dixie County,Florida
29.3414215,-83.151552,8/19/2003,Dixie County,Florida
29.3414215,-83.151552,8/19/2003,Dixie County,Florida
29.3414215,-83.151552,8/19/2003,Dixie County,Florida
29.3414215,-83.151552,8/19/2003,Dixie County,Florida
29.3414215,-83.151552,8/19/2003,Dixie County,Florida
29.3414215,-83.151552,8/19/2003,Dixie County,Florida
29.3414215,-83.151552,8/19/2003,Dixie County,Florida
29.3414215,-83.151552,8/19/2003,Dixie County,Florida
29.3414215,-83.151552,8/19/2003,Dixie County,Florida
29.3414215,-83.151552,8/19/2003,Dixie County,Florida
29.3414215,-83.151552,8/19/2003,Dixie County,Florida
29.3414215,-83.151552,8/19/2003,Dixie County,Florida
29.3414215,-83.151552,8/19/2003,Dixie County,Florida
29.3414215,-83.151552,8/19/2003,Dixie County,Florida
37.6006485,-89.371004,8/22/2020,Jackson County,Illinois
37.6006485,-89.371004,8/22/2020,Jackson County,Illinois
37.6006485,-89.371004,8/22/2020,Jackson County,Illinois
37.6006485,-89.371004,8/22/2020,Jackson County,Illinois
37.6006485,-89.371004,8/22/2020,Jackson County,Illinois
37.6006485,-89.371004,8/22/2020,Jackson County,Illinois
37.6006485,-89.371004,8/22/2020,Jackson County,Illinois
37.6006485,-89.371004,8/22/2020,Jackson County,Illinois
37.6006485,-89.371004,8/22/2020,Jackson County,Illinois
37.6006485,-89.371004,8/22/2020,Jackson County,Illinois
37.6006485,-89.371004,8/22/2020,Jackson County,Illinois
37.6006485,-89.371004,8/22/2020,Jackson County,Illinois
37.6006485,-89.371004,8/22/2020,Jackson County,Illinois
37.6006485,-89.371004,8/22/2020,Jackson County,Illinois
37.6006485,-89.371004,8/22/2020,Jackson County,Illinois
37.6006485,-89.371004,8/22/2020,Jackson County,Illinois
37.6006485,-89.371004,8/22/2020,Jackson County,Illinois
30.119174,-102.268453,7/17/1992,Terrell County,Texas
30.119174,-102.268453,7/17/1992,Terrell County,Texas
30.119174,-102.268453,7/17/1992,Terrell County,Texas
30.119174,-102.268453,7/17/1992,Terrell County,Texas
30.119174,-102.268453,7/17/1992,Terrell County,Texas
30.119174,-102.268453,7/17/1992,Terrell County,Texas
30.119174,-102.268453,7/17/1992,Terrell County,Texas
30.119174,-102.268453,7/17/1992,Terrell County,Texas
30.119174,-102.268453,7/17/1992,Terrell County,Texas
30.119174,-102.268453,7/17/1992,Terrell County,Texas
30.119174,-102.268453,7/17/1992,Terrell County,Texas
30.119174,-102.268453,7/17/1992,Terrell County,Texas
30.119174,-102.268453,7/17/1992,Terrell County,Texas
30.119174,-102.268453,7/17/1992,Terrell County,Texas
30.119174,-102.268453,7/17/1992,Terrell County,Texas
30.119174,-102.268453,7/17/1992,Terrell County,Texas
30.119174,-102.268453,7/17/1992,Terrell County,Texas
30.119174,-102.268453,7/17/1992,Terrell County,Texas
30.119174,-102.268453,7/17/1992,Terrell County,Texas
30.119174,-102.268453,7/17/1992,Terrell County,Texas
30.119174,-102.268453,7/17/1992,Terrell County,Texas
30.119174,-102.268453,7/17/1992,Terrell County,Texas
30.119174,-102.268453,7/17/1992,Terrell County,Texas
30.119174,-102.268453,7/17/1992,Terrell County,Texas
33.248464,-105.410912,1/9/2006,Otero County,New Mexico
33.248464,-105.410912,1/9/2006,Otero County,New Mexico
33.248464,-105.410912,1/9/2006,Otero County,New Mexico
33.248464,-105.410912,1/9/2006,Otero County,New Mexico
33.248464,-105.410912,1/9/2006,Otero County,New Mexico
33.248464,-105.410912,1/9/2006,Otero County,New Mexico
33.248464,-105.410912,1/9/2006,Otero County,New Mexico
33.248464,-105.410912,1/9/2006,Otero County,New Mexico
33.248464,-105.410912,1/9/2006,Otero County,New Mexico
38.95828,-104.486822,2/27/2001,El Paso County,Colorado
38.95828,-104.486822,2/27/2001,El Paso County,Colorado
38.95828,-104.486822,2/27/2001,El Paso County,Colorado
38.95828,-104.486822,2/27/2001,El Paso County,Colorado
38.95828,-104.486822,2/27/2001,El Paso County,Colorado
38.95828,-104.486822,2/27/2001,El Paso County,Colorado
38.95828,-104.486822,2/27/2001,El Paso County,Colorado
38.95828,-104.486822,2/27/2001,El Paso County,Colorado
38.95828,-104.486822,2/27/2001,El Paso County,Colorado
38.95828,-104.486822,2/27/2001,El Paso County,Colorado
38.95828,-104.486822,2/27/2001,El Paso County,Colorado
38.95828,-104.486822,2/27/2001,El Paso County,Colorado
38.95828,-104.486822,2/27/2001,El Paso County,Colorado
38.95828,-104.486822,2/27/2001,El Paso County,Colorado
38.95828,-104.486822,2/27/2001,El Paso County,Colorado
38.95828,-104.486822,2/27/2001,El Paso County,Colorado
38.95828,-104.486822,2/27/2001,El Paso County,Colorado
38.95828,-104.486822,2/27/2001,El Paso County,Colorado
38.95828,-104.486822,2/27/2001,El Paso County,Colorado
38.95828,-104.486822,2/27/2001,El Paso County,Colorado
38.95828,-104.486822,2/27/2001,El Paso County,Colorado
38.95828,-104.486822,2/27/2001,El Paso County,Colorado
38.95828,-104.486822,2/27/2001,El Paso County,Colorado
38.95828,-104.486822,2/27/2001,El Paso County,Colorado
38.95828,-104.486822,2/27/2001,El Paso County,Colorado
38.95828,-104.486822,2/27/2001,El Paso County,Colorado
46.76061,-110.321705,1/2/2013,Judith Basin County,Montana
46.76061,-110.321705,1/2/2013,Judith Basin County,Montana
46.76061,-110.321705,1/2/2013,Judith Basin County,Montana
46.76061,-110.321705,1/2/2013,Judith Basin County,Montana
46.76061,-110.321705,1/2/2013,Judith Basin County,Montana
46.76061,-110.321705,1/2/2013,Judith Basin County,Montana
46.76061,-110.321705,1/2/2013,Judith Basin County,Montana
46.76061,-110.321705,1/2/2013,Judith Basin County,Montana
46.76061,-110.321705,1/2/2013,Judith Basin County,Montana
46.76061,-110.321705,1/2/2013,Judith Basin County,Montana
46.76061,-110.321705,1/2/2013,Judith Basin County,Montana
29.854792,-99.087872,4/3/2010,Bandera County,Texas
29.854792,-99.087872,4/3/2010,Bandera County,Texas
29.854792,-99.087872,4/3/2010,Bandera County,Texas
29.854792,-99.087872,4/3/2010,Bandera County,Texas
29.854792,-99.087872,4/3/2010,Bandera County,Texas
29.854792,-99.087872,4/3/2010,Bandera County,Texas
29.854792,-99.087872,4/3/2010,Bandera County,Texas
29.854792,-99.087872,4/3/2010,Bandera County,Texas
29.854792,-99.087872,4/3/2010,Bandera County,Texas
29.854792,-99.087872,4/3/2010,Bandera County,Texas
29.854792,-99.087872,4/3/2010,Bandera County,Texas
29.854792,-99.087872,4/3/2010,Bandera County,Texas
29.854792,-99.087872,4/3/2010,Bandera County,Texas
29.854792,-99.087872,4/3/2010,Bandera County,Texas
29.854792,-99.087872,4/3/2010,Bandera County,Texas
29.854792,-99.087872,4/3/2010,Bandera County,Texas
29.854792,-99.087872,4/3/2010,Bandera County,Texas
29.854792,-99.087872,4/3/2010,Bandera County,Texas
29.854792,-99.087872,4/3/2010,Bandera County,Texas
29.854792,-99.087872,4/3/2010,Bandera County,Texas
29.854792,-99.087872,4/3/2010,Bandera County,Texas
29.854792,-99.087872,4/3/2010,Bandera County,Texas
29.854792,-99.087872,4/3/2010,Bandera County,Texas
29.854792,-99.087872,4/3/2010,Bandera County,Texas
29.854792,-99.087872,4/3/2010,Bandera County,Texas
29.854792,-99.087872,4/3/2010,Bandera County,Texas
29.854792,-99.087872,4/3/2010,Bandera County,Texas
29.854792,-99.087872,4/3/2010,Bandera County,Texas
29.6679085,-111.746787,3/24/2021,Pitiquito,Sonora
29.6679085,-111.746787,3/24/2021,Pitiquito,Sonora
29.6679085,-111.746787,3/24/2021,Pitiquito,Sonora
29.6679085,-111.746787,3/24/2021,Pitiquito,Sonora
29.6679085,-111.746787,3/24/2021,Pitiquito,Sonora
29.6679085,-111.746787,3/24/2021,Pitiquito,Sonora
29.6679085,-111.746787,3/24/2021,Pitiquito,Sonora
29.6679085,-111.746787,3/24/2021,Pitiquito,Sonora
29.6679085,-111.746787,3/24/2021,Pitiquito,Sonora
29.6679085,-111.746787,3/24/2021,Pitiquito,Sonora
29.6679085,-111.746787,3/24/2021,Pitiquito,Sonora
29.6679085,-111.746787,3/24/2021,Pitiquito,Sonora
29.6679085,-111.746787,3/24/2021,Pitiquito,Sonora
29.6679085,-111.746787,3/24/2021,Pitiquito,Sonora
36.8634965,-91.203513,12/13/2008,Carter County,Missouri
36.8634965,-91.203513,12/13/2008,Carter County,Missouri
36.8634965,-91.203513,12/13/2008,Carter County,Missouri
36.8634965,-91.203513,12/13/2008,Carter County,Missouri
36.8634965,-91.203513,12/13/2008,Carter County,Missouri
36.8634965,-91.203513,12/13/2008,Carter County,Missouri
36.8634965,-91.203513,12/13/2008,Carter County,Missouri
36.8634965,-91.203513,12/13/2008,Carter County,Missouri
36.8634965,-91.203513,12/13/2008,Carter County,Missouri
36.8634965,-91.203513,12/13/2008,Carter County,Missouri
36.8634965,-91.203513,12/13/2008,Carter County,Missouri
36.8634965,-91.203513,12/13/2008,Carter County,Missouri
36.8634965,-91.203513,12/13/2008,Carter County,Missouri
36.8634965,-91.203513,12/13/2008,Carter County,Missouri
36.8634965,-91.203513,12/13/2008,Carter County,Missouri
36.8634965,-91.203513,12/13/2008,Carter County,Missouri
36.8634965,-91.203513,12/13/2008,Carter County,Missouri
36.8634965,-91.203513,12/13/2008,Carter County,Missouri
36.8634965,-91.203513,12/13/2008,Carter County,Missouri
40.805476,-121.777536,11/20/2005,Shasta County,California
40.805476,-121.777536,11/20/2005,Shasta County,California
40.805476,-121.777536,11/20/2005,Shasta County,California
40.805476,-121.777536,11/20/2005,Shasta County,California
40.805476,-121.777536,11/20/2005,Shasta County,California
40.805476,-121.777536,11/20/2005,Shasta County,California
40.805476,-121.777536,11/20/2005,Shasta County,California
40.805476,-121.777536,11/20/2005,Shasta County,California
40.805476,-121.777536,11/20/2005,Shasta County,California
40.805476,-121.777536,11/20/2005,Shasta County,California
40.805476,-121.777536,11/20/2005,Shasta County,California
40.805476,-121.777536,11/20/2005,Shasta County,California
40.805476,-121.777536,11/20/2005,Shasta County,California
40.805476,-121.777536,11/20/2005,Shasta County,California
40.805476,-121.777536,11/20/2005,Shasta County,California
40.805476,-121.777536,11/20/2005,Shasta County,California
40.805476,-121.777536,11/20/2005,Shasta County,California
40.805476,-121.777536,11/20/2005,Shasta County,California
40.805476,-121.777536,11/20/2005,Shasta County,California
40.805476,-121.777536,11/20/2005,Shasta County,California
40.805476,-121.777536,11/20/2005,Shasta County,California
40.805476,-121.777536,11/20/2005,Shasta County,California
40.805476,-121.777536,11/20/2005,Shasta County,California
40.805476,-121.777536,11/20/2005,Shasta County,California
46.7073385,-107.46125,11/16/2006,Rosebud County,Montana
46.7073385,-107.46125,11/16/2006,Rosebud County,Montana
46.7073385,-107.46125,11/16/2006,Rosebud County,Montana
46.7073385,-107.46125,11/16/2006,Rosebud County,Montana
46.7073385,-107.46125,11/16/2006,Rosebud County,Montana
46.7073385,-107.46125,11/16/2006,Rosebud County,Montana
46.7073385,-107.46125,11/16/2006,Rosebud County,Montana
46.7073385,-107.46125,11/16/2006,Rosebud County,Montana
46.7073385,-107.46125,11/16/2006,Rosebud County,Montana
46.7073385,-107.46125,11/16/2006,Rosebud County,Montana
46.7073385,-107.46125,11/16/2006,Rosebud County,Montana
46.7073385,-107.46125,11/16/2006,Rosebud County,Montana
46.7073385,-107.46125,11/16/2006,Rosebud County,Montana
46.7073385,-107.46125,11/16/2006,Rosebud County,Montana
46.7073385,-107.46125,11/16/2006,Rosebud County,Montana
46.7073385,-107.46125,11/16/2006,Rosebud County,Montana
31.400829,-81.860403,1/20/2023,Wayne County,Georgia
31.400829,-81.860403,1/20/2023,Wayne County,Georgia
31.400829,-81.860403,1/20/2023,Wayne County,Georgia
31.400829,-81.860403,1/20/2023,Wayne County,Georgia
31.400829,-81.860403,1/20/2023,Wayne County,Georgia
31.400829,-81.860403,1/20/2023,Wayne County,Georgia
31.400829,-81.860403,1/20/2023,Wayne County,Georgia
31.400829,-81.860403,1/20/2023,Wayne County,Georgia
31.400829,-81.860403,1/20/2023,Wayne County,Georgia
31.400829,-81.860403,1/20/2023,Wayne County,Georgia
31.400829,-81.860403,1/20/2023,Wayne County,Georgia
31.400829,-81.860403,1/20/2023,Wayne County,Georgia
31.400829,-81.860403,1/20/2023,Wayne County,Georgia
31.400829,-81.860403,1/20/2023,Wayne County,Georgia
31.400829,-81.860403,1/20/2023,Wayne County,Georgia
31.400829,-81.860403,1/20/2023,Wayne County,Georgia
31.400829,-81.860403,1/20/2023,Wayne County,Georgia
31.400829,-81.860403,1/20/2023,Wayne County,Georgia
31.400829,-81.860403,1/20/2023,Wayne County,Georgia
31.400829,-81.860403,1/20/2023,Wayne County,Georgia
31.400829,-81.860403,1/20/2023,Wayne County,Georgia
31.400829,-81.860403,1/20/2023,Wayne County,Georgia
31.400829,-81.860403,1/20/2023,Wayne County,Georgia
31.400829,-81.860403,1/20/2023,Wayne County,Georgia
31.400829,-81.860403,1/20/2023,Wayne County,Georgia
31.400829,-81.860403,1/20/2023,Wayne County,Georgia
31.400829,-81.860403,1/20/2023,Wayne County,Georgia
31.400829,-81.860403,1/20/2023,Wayne County,Georgia
43.78898,-76.271351,4/1/2002,Jefferson County,New York
43.78898,-76.271351,4/1/2002,Jefferson County,New York
43.78898,-76.271351,4/1/2002,Jefferson County,New York
43.78898,-76.271351,4/1/2002,Jefferson County,New York
43.78898,-76.271351,4/1/2002,Jefferson County,New York
43.78898,-76.271351,4/1/2002,Jefferson County,New York
43.78898,-76.271351,4/1/2002,Jefferson County,New York
43.78898,-76.271351,4/1/2002,Jefferson County,New York
43.78898,-76.271351,4/1/2002,Jefferson County,New York
43.78898,-76.271351,4/1/2002,Jefferson County,New York
43.78898,-76.271351,4/1/2002,Jefferson County,New York
43.78898,-76.271351,4/1/2002,Jefferson County,New York
43.78898,-76.271351,4/1/2002,Jefferson County,New York
43.78898,-76.271351,4/1/2002,Jefferson County,New York
43.78898,-76.271351,4/1/2002,Jefferson County,New York
43.78898,-76.271351,4/1/2002,Jefferson County,New York
27.699053,-101.149052,9/18/2010,Sabinas,Coahuila
27.699053,-101.149052,9/18/2010,Sabinas,Coahuila
27.699053,-101.149052,9/18/2010,Sabinas,Coahuila
27.699053,-101.149052,9/18/2010,Sabinas,Coahuila
27.699053,-101.149052,9/18/2010,Sabinas,Coahuila
27.699053,-101.149052,9/18/2010,Sabinas,Coahuila
27.699053,-101.149052,9/18/2010,Sabinas,Coahuila
27.699053,-101.149052,9/18/2010,Sabinas,Coahuila
27.699053,-101.149052,9/18/2010,Sabinas,Coahuila
27.699053,-101.149052,9/18/2010,Sabinas,Coahuila
27.699053,-101.149052,9/18/2010,Sabinas,Coahuila
27.699053,-101.149052,9/18/2010,Sabinas,Coahuila
27.699053,-101.149052,9/18/2010,Sabinas,Coahuila
27.699053,-101.149052,9/18/2010,Sabinas,Coahuila
27.699053,-101.149052,9/18/2010,Sabinas,Coahuila
27.699053,-101.149052,9/18/2010,Sabinas,Coahuila
27.699053,-101.149052,9/18/2010,Sabinas,Coahuila
27.699053,-101.149052,9/18/2010,Sabinas,Coahuila
27.699053,-101.149052,9/18/2010,Sabinas,Coahuila
27.699053,-101.149052,9/18/2010,Sabinas,Coahuila
27.699053,-101.149052,9/18/2010,Sabinas,Coahuila
27.699053,-101.149052,9/18/2010,Sabinas,Coahuila
27.699053,-101.149052,9/18/2010,Sabinas,Coahuila
27.699053,-101.149052,9/18/2010,Sabinas,Coahuila
27.699053,-101.149052,9/18/2010,Sabinas,Coahuila
27.699053,-101.149052,9/18/2010,Sabinas,Coahuila
27.699053,-101.149052,9/18/2010,Sabinas,Coahuila
27.699053,-101.149052,9/18/2010,Sabinas,Coahuila
34.2142535,-92.893966,9/9/2006,Hot Spring County,Arkansas
34.2142535,-92.893966,9/9/2006,Hot Spring County,Arkansas
34.2142535,-92.893966,9/9/2006,Hot Spring County,Arkansas
34.2142535,-92.893966,9/9/2006,Hot Spring County,Arkansas
34.2142535,-92.893966,9/9/2006,Hot Spring County,Arkansas
34.2142535,-92.893966,9/9/2006,Hot Spring County,Arkansas
34.2142535,-92.893966,9/9/2006,Hot Spring County,Arkansas
34.2142535,-92.893966,9/9/2006,Hot Spring County,Arkansas
34.2142535,-92.893966,9/9/2006,Hot Spring County,Arkansas
34.2142535,-92.893966,9/9/2006,Hot Spring County,Arkansas
34.2142535,-92.893966,9/9/2006,Hot Spring County,Arkansas
34.2142535,-92.893966,9/9/2006,Hot Spring County,Arkansas
34.2142535,-92.893966,9/9/2006,Hot Spring County,Arkansas
34.2142535,-92.893966,9/9/2006,Hot Spring County,Arkansas
34.2142535,-92.893966,9/9/2006,Hot Spring County,Arkansas
34.2142535,-92.893966,9/9/2006,Hot Spring County,Arkansas
34.2142535,-92.893966,9/9/2006,Hot Spring County,Arkansas
34.2142535,-92.893966,9/9/2006,Hot Spring County,Arkansas
45.0334985,-74.646639,2/16/2009,"Stormont, Dundas and Glengarry Counties",Ontario
45.0334985,-74.646639,2/16/2009,"Stormont, Dundas and Glengarry Counties",Ontario
45.0334985,-74.646639,2/16/2009,"Stormont, Dundas and Glengarry Counties",Ontario
45.0334985,-74.646639,2/16/2009,"Stormont, Dundas and Glengarry Counties",Ontario
45.0334985,-74.646639,2/16/2009,"Stormont, Dundas and Glengarry Counties",Ontario
45.0334985,-74.646639,2/16/2009,"Stormont, Dundas and Glengarry Counties",Ontario
45.0334985,-74.646639,2/16/2009,"Stormont, Dundas and Glengarry Counties",Ontario
45.0334985,-74.646639,2/16/2009,"Stormont, Dundas and Glengarry Counties",Ontario
45.0334985,-74.646639,2/16/2009,"Stormont, Dundas and Glengarry Counties",Ontario
45.0334985,-74.646639,2/16/2009,"Stormont, Dundas and Glengarry Counties",Ontario
45.0334985,-74.646639,2/16/2009,"Stormont, Dundas and Glengarry Counties",Ontario
45.0334985,-74.646639,2/16/2009,"Stormont, Dundas and Glengarry Counties",Ontario
45.0334985,-74.646639,2/16/2009,"Stormont, Dundas and Glengarry Counties",Ontario
45.0334985,-74.646639,2/16/2009,"Stormont, Dundas and Glengarry Counties",Ontario
45.0334985,-74.646639,2/16/2009,"Stormont, Dundas and Glengarry Counties",Ontario
45.0334985,-74.646639,2/16/2009,"Stormont, Dundas and Glengarry Counties",Ontario
45.0334985,-74.646639,2/16/2009,"Stormont, Dundas and Glengarry Counties",Ontario
45.0334985,-74.646639,2/16/2009,"Stormont, Dundas and Glengarry Counties",Ontario
45.0334985,-74.646639,2/16/2009,"Stormont, Dundas and Glengarry Counties",Ontario
35.395518,-91.270399,4/19/1991,Woodruff County,Arkansas
35.395518,-91.270399,4/19/1991,Woodruff County,Arkansas
35.395518,-91.270399,4/19/1991,Woodruff County,Arkansas
35.395518,-91.270399,4/19/1991,Woodruff County,Arkansas
35.395518,-91.270399,4/19/1991,Woodruff County,Arkansas
35.395518,-91.270399,4/19/1991,Woodruff County,Arkansas
35.395518,-91.270399,4/19/1991,Woodruff County,Arkansas
35.395518,-91.270399,4/19/1991,Woodruff County,Arkansas
35.395518,-91.270399,4/19/1991,Woodruff County,Arkansas
35.395518,-91.270399,4/19/1991,Woodruff County,Arkansas
35.395518,-91.270399,4/19/1991,Woodruff County,Arkansas
35.395518,-91.270399,4/19/1991,Woodruff County,Arkansas
35.395518,-91.270399,4/19/1991,Woodruff County,Arkansas
35.395518,-91.270399,4/19/1991,Woodruff County,Arkansas
35.395518,-91.270399,4/19/1991,Woodruff County,Arkansas
39.68908,-80.03095,3/27/2012,Monongalia County,West Virginia
39.68908,-80.03095,3/27/2012,Monongalia County,West Virginia
